SCF Domain,SCF Control,SCF #,"Secure Controls Framework (SCF)
Control Description",Methods To Comply With SCF Controls,SCF Control Question
Artificial & Autonomous Technologies,AI & Autonomous Technologies Measurement Approaches,AAT-16.1,"Mechanisms exist to measure Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks to deployment context(s) through review and consultation with industry experts, domain specialists and end users.",,"Does the organizationmeasure Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks to deployment context(s) through review and consultation with industry experts, domain specialists and end users?"
Artificial & Autonomous Technologies,Measuring AI & Autonomous Technologies Effectiveness,AAT-16.2,"Mechanisms exist to regularly assess the effectiveness of existing controls, including reports of errors and potential impacts on affected communities.",,"Does the organization regularly assess the effectiveness of existing controls, including reports of errors and potential impacts on affected communities?"
Artificial & Autonomous Technologies,Unmeasurable AI & Autonomous Technologies Risks,AAT-16.3,Mechanisms exist to identify and document unmeasurable risks or trustworthiness characteristics.,,Does the organization identify and document unmeasurable risks or trustworthiness characteristics?
Artificial & Autonomous Technologies,Efficacy of AI & Autonomous Technologies Measurement,AAT-16.4,Mechanisms exist to gather and assess feedback about the efficacy of Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related measurements.,,Does the organization gather and assess feedback about the efficacy of Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related measurements?
Artificial & Autonomous Technologies,AI & Autonomous Technologies Domain Expert Reviews,AAT-16.5,"Mechanisms exist to utilize input from domain experts and relevant stakeholders to validate whether the Artificial Intelligence (AI) and Autonomous Technologies (AAT) perform consistently, as intended.",,"Does the organization utilize input from domain experts and relevant stakeholders to validate whether the Artificial Intelligence (AI) and Autonomous Technologies (AAT) perform consistently, as intended?"
Artificial & Autonomous Technologies,AI & Autonomous Technologies Performance Changes,AAT-16.6,Mechanisms exist to evaluate performance improvements or declines with domain experts and relevant stakeholders to define context-relevant risks and trustworthiness issues.,,Does the organization evaluate performance improvements or declines with domain experts and relevant stakeholders to define context-relevant risks and trustworthiness issues?
Artificial & Autonomous Technologies,Pre-Trained AI & Autonomous Technologies Models,AAT-16.7,"Mechanisms exist to validate the information sources and quality of pre-trained models used in Artificial Intelligence (AI) and Autonomous Technologies (AAT training, maintenance and improvement-related activities.",,"Does the organization validate the information sources and quality of pre-trained models used in Artificial Intelligence (AI) and Autonomous Technologies (AAT training, maintenance and improvement-related activities?"
Artificial & Autonomous Technologies,AI & Autonomous Technologies Harm Prevention,AAT-17,"Mechanisms exist to proactively prevent harm by regularly identifying and tracking existing, unanticipated and emergent Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks.",,"Does the organization proactively prevent harm by regularly identifying and tracking existing, unanticipated and emergent Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks?"
Artificial & Autonomous Technologies,AI & Autonomous Technologies Human Subject Protections,AAT-17.1,Mechanisms exist to protect human subjects from harm.,,Does the organization protect human subjects from harm?
Artificial & Autonomous Technologies,AI & Autonomous Technologies Environmental Impact & Sustainability,AAT-17.2,Mechanisms exist to assess and document the environmental impacts and sustainability of Artificial Intelligence (AI) and Autonomous Technologies (AAT).,,Does the organization assess and document the environmental impacts and sustainability of Artificial Intelligence (AI) and Autonomous Technologies (AAT)?
Artificial & Autonomous Technologies,Previously Unknown AI & Autonomous Technologies Threats & Risks,AAT-17.3,Mechanisms exist to respond to and recover from a previously unknown Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risk when it is identified.,,Does the organization respond to and recover from a previously unknown Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risk when it is identified?
Artificial & Autonomous Technologies,AI & Autonomous Technologies Risk Tracking Approaches,AAT-18,Mechanisms exist to track Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks are difficult to assess using currently available measurement techniques or where metrics are not yet available.,,Does the organization track Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks are difficult to assess using currently available measurement techniques or where metrics are not yet available?
Artificial & Autonomous Technologies,AI & Autonomous Technologies Risk Response,AAT-18.1,"Mechanisms exist to prioritize, respond to and remediate Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks based on assessments and other analytical output.",,"Does the organization prioritize, respond to and remediate Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks based on assessments and other analytical output?"
Asset Management,Asset Governance ,AST-01,Mechanisms exist to facilitate an IT Asset Management (ITAM) program to implement and manage asset management controls.,"- Generally Accepted Accounting Principles (GAAP)
- ITIL - Configuration Management Database (CMDB)
- IT Asset Management (ITAM) program",Does the organization facilitate the implementation of asset management controls?
Asset Management,Asset-Service Dependencies,AST-01.1,Mechanisms exist to identify and assess the security of technology assets that support more than one critical business function. ,,Does the organization identify and assess the security of technology assets that support more than one critical business function? 
Asset Management,Stakeholder Identification & Involvement,AST-01.2,"Mechanisms exist to identify and involve pertinent stakeholders of critical systems, applications and services to support the ongoing secure management of those assets.",,"Does the organization identify and involve pertinent stakeholders of critical systems, applications and services to support the ongoing secure management of those assets?"
Asset Management,Standardized Naming Convention,AST-01.3,"Mechanisms exist to implement a scalable, standardized naming convention for systems, applications and services that avoids asset naming conflicts.",,"Does the organization implement a scalable, standardized naming convention for systems, applications and services that avoids asset naming conflicts?"
Asset Management,Asset Inventories ,AST-02,"Mechanisms exist to perform inventories of technology assets that:
 ▪ Accurately reflects the current systems, applications and services in use; 
 ▪ Identifies authorized software products, including business justification details;
 ▪ Is at the level of granularity deemed necessary for tracking and reporting;
 ▪ Includes organization-defined information deemed necessary to achieve effective property accountability; and
 ▪ Is available for review and audit by designated organizational personnel.","- ManageEngine AssetExplorer
- LANDesk IT Asset Management Suite
- ServiceNow (https://www.servicenow.com/)
- Solarwinds (https://www.solarwinds.com/)
- CrowdStrike
- JAMF
- ITIL - Configuration Management Database (CMDB)","Does the organization inventory technology assets that:
 ▪ Accurately reflects the current system; 
 ▪ Is at the level of granularity deemed necessary for tracking and reporting;
 ▪ Includes organization-defined information deemed necessary to achieve effective property accountability; and
 ▪ Is available for review and audit by designated organizational officials?
"
Asset Management,Updates During Installations / Removals,AST-02.1,"Mechanisms exist to update asset inventories as part of component installations, removals and asset upgrades. ","- CrowdStrike
- JAMF
- ITIL - Configuration Management Database (CMDB)","Does the organization update asset inventories as part of component installations, removals and asset upgrades? "
Asset Management,Automated Unauthorized Component Detection,AST-02.2,"Automated mechanisms exist to detect and alert upon the detection of unauthorized hardware, software and firmware components.","- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- DHCP logging
- Active discovery tools
- NNT Change Tracker (https://www.newnettechnologies.com)
- Vectra
- Tripwire Enterprise (https://www.tripwire.com/products/tripwire-enterprise/)
- Puppet (https://puppet.com/)
- Chef (https://www.chef.io/) (https://www.chef.io/)
- Microsoft SCCM
- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)","Does the organization use automated mechanisms to detect and alert upon the detection of unauthorized hardware, software and firmware components?"
Asset Management,Component Duplication Avoidance ,AST-02.3,Mechanisms exist to establish and maintain an authoritative source and repository to provide a trusted source and accountability for approved and implemented system components that prevents assets from being duplicated in other asset inventories.,"- ITIL - Configuration Management Database (CMDB)
- Manual or automated process",Does the organization prevent system components from being duplicated in other asset inventories? 
Asset Management,Approved Baseline Deviations,AST-02.4,Mechanisms exist to document and govern instances of approved deviations from established baseline configurations. ,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- NNT Change Tracker (https://www.newnettechnologies.com)
- Tripwire Enterprise (https://www.tripwire.com/products/tripwire-enterprise/)
- SCCM
- Puppet (https://puppet.com/)
- Chef (https://www.chef.io/) (https://www.chef.io/)
- Microsoft SCCM",Does the organization document and govern instances of approved deviations from established baseline configurations?
Asset Management,Network Access Control (NAC),AST-02.5,"Automated mechanisms exist to employ Network Access Control (NAC), or a similar technology, that is capable of detecting unauthorized devices and disable network access to those unauthorized devices.","- Cisco NAC
- Aruba Networks
- Juniper NAC
- Packet Fence
- Symantec NAC
- Sophos NAC
- Bradford Networks NAC Director
- Cisco ISE
- ForeScout","Does the organization employ Network Access Control (NAC), or a similar technology, that is capable of detecting unauthorized devices and disable network access to those unauthorized devices?"
Asset Management,Dynamic Host Configuration Protocol (DHCP) Server Logging,AST-02.6,Mechanisms exist to enable Dynamic Host Configuration Protocol (DHCP) server logging to improve asset inventories and assist in detecting unknown systems. ,"- Splunk
- Manual Process
- Build Automation Tools
- NNT Log Tracker (https://www.newnettechnologies.com/event-log-management.html)
- Chef (https://www.chef.io/) (https://www.chef.io/)
- Puppet (https://puppet.com/)
- Tripwire Enterprise (https://www.tripwire.com/products/tripwire-enterprise/)",Does the organization enable Dynamic Host Configuration Protocol (DHCP) server logging to improve asset inventories and assist in detecting unknown systems? 
Asset Management,Software Licensing Restrictions,AST-02.7,"Mechanisms exist to protect Intellectual Property (IP) rights with software licensing restrictions.
","- Manual Process
- Tripwire Enterprise (https://www.tripwire.com/products/tripwire-enterprise/)",Does the organization protect Intellectual Property (IP) rights with software licensing restrictions?
Asset Management,Data Action Mapping,AST-02.8,"Mechanisms exist to create and maintain a map of technology assets where sensitive/regulated data is stored, transmitted or processed.","- Visio
- LucidChart","Does the organization create and maintain a map of technology assets where sensitive/regulated data is stored, transmitted or processed?"
Asset Management,Configuration Management Database (CMDB),AST-02.9,"Mechanisms exist to implement and manage a Configuration Management Database (CMDB), or similar technology, to monitor and govern technology asset-specific information.",- Configuration Management Database (CMDB),"Does the organization implement and manage a Configuration Management Database (CMDB), or similar technology, to monitor and govern technology asset-specific information?"
Asset Management,"Automated Location
Tracking",AST-02.10,Mechanisms exist to track the geographic location of system components.,,Does the organization track the geographic location of system components?
Asset Management,Component Assignment,AST-02.11,Mechanisms exist to bind components to a specific system.,,Does the organization bind components to a specific system?
Asset Management,Asset Ownership Assignment,AST-03,"Mechanisms exist to ensure asset ownership responsibilities are assigned, tracked and managed at a team, individual, or responsible organization level to establish a common understanding of requirements for asset protection.",,"Does the organization assign asset ownership responsibilities to a team, individual, or responsible organization level to establish a common understanding of requirements for asset protection?"
Asset Management,Accountability Information,AST-03.1,"Mechanisms exist to include capturing the name, position and/or role of individuals responsible/accountable for administering assets as part of the technology asset inventory process.",,"Does the organization include capturing the name, position and/or role of individuals responsible/accountable for administering assets as part of the technology asset inventory process?"
Asset Management,Provenance,AST-03.2,"Mechanisms exist to track the origin, development, ownership, location and changes to systems, system components and associated data.",,"Does the organization govern the chronology of the origin, development, ownership, location and changes to a system, system components and associated data?"
Asset Management,Network Diagrams & Data Flow Diagrams (DFDs),AST-04,"Mechanisms exist to maintain network architecture diagrams that: 
 ▪ Contain sufficient detail to assess the security of the network's architecture;
 ▪ Reflect the current architecture of the network environment; and
 ▪ Document all sensitive/regulated data flows.","- High-Level Diagram (HLD)
- Low-Level Diagram (LLD)
- Data Flow Diagram (DFD)
- Solarwinds (https://www.solarwinds.com/)
- Paessler
- PRTG","Does the organization maintain network architecture diagrams that: 
 ▪ Contain sufficient detail to assess the security of the network's architecture;
 ▪ Reflect the current architecture of the network environment; and
 ▪ Document all sensitive/regulated data flows?"
Asset Management,Asset Scope Classification,AST-04.1,"Mechanisms exist to determine cybersecurity and privacy control applicability by identifying, assigning and documenting the appropriate asset scope categorization for all systems, applications, services and personnel (internal and third-parties).",,"Does the organization determine cybersecurity and privacy control applicability by identifying, assigning and documenting the appropriate asset scope categorization for all systems, applications, services and personnel (internal and third-parties)?"
Asset Management,Control Applicability Boundary Graphical Representation,AST-04.2,"Mechanisms exist to ensure control applicability is appropriately-determined for systems, applications, services and third parties by graphically representing applicable boundaries.",,"Does the organization ensure control applicability is appropriately-determined for systems, applications, services and third parties by graphically representing applicable boundaries?"
Asset Management,Compliance-Specific Asset Identification,AST-04.3,"Mechanisms exist to create and maintain a current inventory of systems, applications and services that are in scope for statutory, regulatory and/or contractual compliance obligations that provides sufficient detail to determine control applicability, based on asset scope categorization.",,"Does the organization create and maintain a current inventory of systems, applications and services that are in scope for statutory, regulatory and/or contractual compliance obligations that provides sufficient detail to determine control applicability, based on asset scope categorization?"
Asset Management,Security of Assets & Media,AST-05,Mechanisms exist to maintain strict control over the internal or external distribution of any kind of sensitive/regulated media. ,"- ITIL - Configuration Management Database (CMDB)
- Definitive Software Library (DSL)",Does the organization maintain strict control over the internal or external distribution of any kind of sensitive/regulated media?
Asset Management,Management Approval For External Media Transfer,AST-05.1,Mechanisms exist to obtain management approval for any sensitive / regulated media that is transferred outside of the organization's facilities.,,Does the organization obtain management approval for any sensitive / regulated media that is transferred outside of the organization's facilities?
Asset Management,Unattended End-User Equipment ,AST-06,Mechanisms exist to implement enhanced protection measures for unattended systems to protect against tampering and unauthorized access.,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- File Integrity Monitoring (FIM)
- Lockable casings
- Tamper detection tape
- Full Disk Encryption (FDE) 
- NNT Change Tracker (https://www.newnettechnologies.com)",Does the organization implement enhanced protection measures for unattended systems to protect against tampering and unauthorized access?
Asset Management,Asset Storage In Automobiles,AST-06.1,"Mechanisms exist to educate users on the need to physically secure laptops and other mobile devices out of site when traveling, preferably in the trunk of a vehicle.","- Security awareness training
- Gamification","Does the organization educate users on the need to physically secure laptops and other mobile devices out of site when traveling, preferably in the trunk of a vehicle?"
Asset Management,Kiosks & Point of Interaction (PoI) Devices,AST-07,Mechanisms exist to appropriately protect devices that capture sensitive/regulated data via direct physical interaction from tampering and substitution. ,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- File Integrity Monitoring (FIM)
- Lockable casings
- Tamper detection tape
- Chip & PIN",Does the organization appropriately protect devices that capture sensitive/regulated data via direct physical interaction from tampering and substitution?
Asset Management,Tamper Detection,AST-08,Mechanisms exist to periodically inspect systems and system components for Indicators of Compromise (IoC).,"- ""Burner"" phones & laptops
- Tamper tape",Does the organization periodically inspect systems and system components for Indicators of Compromise (IoC)?
Asset Management,"Secure Disposal, Destruction or Re-Use of Equipment ",AST-09,"Mechanisms exist to securely dispose of, destroy or repurpose system components using organization-defined techniques and methods to prevent information being recovered from these components.","- Shred-it
- IronMountain
- sdelete (sysinternals)
- Bootnukem","Does the organization securely dispose of, destroy or repurpose system components using organization-defined techniques and methods to prevent such components from entering the gray market?"
Asset Management,Return of Assets ,AST-10,"Mechanisms exist to ensure that employees and third-party users return all organizational assets in their possession upon termination of employment, contract or agreement.","- Termination checklist
- Manual Process
- Native OS and Device Asset Tracking capabilities","Does the organization ensure that employees and third-party users return all organizational assets in their possession upon termination of employment, contract or agreement?"
Asset Management,Removal of Assets ,AST-11,"Mechanisms exist to authorize, control and track technology assets entering and exiting organizational facilities. ","- RFID asset tagging
- RFID proximity sensors at access points
- Asset management software","Does the organization authorize, control and track technology assets entering and exiting organizational facilities? "
Asset Management,Use of Personal Devices,AST-12,Mechanisms exist to restrict the possession and usage of personally-owned technology devices within organization-controlled facilities.,- BYOD policy,Does the organization restrict the possession and usage of personally-owned technology devices within organization-controlled facilities?
Asset Management,Use of Third-Party Devices,AST-13,Mechanisms exist to reduce the risk associated with third-party assets that are attached to the network from harming organizational assets or exfiltrating organizational data.,"- NAC
- Separate SSIDs for wireless networks
- SIEM monitoring/alerting
- Manual process to disable network all unused ports
- Network Access Control (NAC)
- Mobile Device Management (MDM) software
- Data Loss Prevention (DLP)",Does the organization reduce the risk associated with third-party assets that are attached to the network from harming organizational assets or exfiltrating organizational data?
Asset Management,Usage Parameters,AST-14,"Mechanisms exist to monitor and enforce usage parameters that limit the potential damage caused from the unauthorized or unintentional alteration of system parameters. 
","- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- NNT Change Tracker (https://www.newnettechnologies.com)","Does the organization monitor and enforce usage parameters that limit the potential damage caused from the unauthorized or unintentional alteration of system parameters?
"
Asset Management,Bluetooth & Wireless Devices,AST-14.1,"Mechanisms exist to prevent the usage of Bluetooth and wireless devices (e.g., Near Field Communications (NFC)) in sensitive areas or unless used in a Radio Frequency (RF)-screened building.",,"Does the organization prevent the usage of Bluetooth and wireless devices (e.g., Near Field Communications (NFC)) in sensitive areas or unless used in a Radio Frequency (RF)-screened building?"
Asset Management,Infrared Communications,AST-14.2,Mechanisms exist to prevent line of sight and reflected infrared (IR) communications use in an unsecured space.,,Does the organization prevent line of sight and reflected infrared (IR) communications travelling into an unsecured space?
Asset Management,Tamper Protection,AST-15,Mechanisms exist to verify logical configuration settings and the physical integrity of critical technology assets throughout their lifecycle.,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- Tamper detection tape
- File Integrity Monitoring (FIM)
- NNT Change Tracker (https://www.newnettechnologies.com)
- Tripwire Enterprise (https://www.tripwire.com/products/tripwire-enterprise/)",Does the organization verify logical configuration settings and the physical integrity of critical technology assets throughout their lifecycle?
Asset Management,"Inspection of Systems, Components & Devices ",AST-15.1,Mechanisms exist to physically and logically inspect critical technology assets to detect evidence of tampering. ,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- Tamper detection tape
- File Integrity Monitoring (FIM)
- NNT Change Tracker (https://www.newnettechnologies.com)
- Tripwire Enterprise (https://www.tripwire.com/products/tripwire-enterprise/)",Does the organization physically and logically inspect critical systems to detect evidence of tampering? 
Asset Management,Bring Your Own Device (BYOD) Usage ,AST-16,Mechanisms exist to implement and govern a Bring Your Own Device (BYOD) program to reduce risk associated with personally-owned devices in the workplace.,"- AirWatch
- SCCM
- Casper
- BYOD policy",Does the organization implement and govern a Bring Your Own Device (BYOD) program to reduce risk associated with personally-owned devices in the workplace?
Asset Management,Prohibited Equipment & Services,AST-17,Mechanisms exist to govern Supply Chain Risk Management (SCRM) sanctions that require the removal and prohibition of certain technology services and/or equipment that are designated as supply chain threats by a statutory or regulatory body.,,Does the organization govern Supply Chain Risk Management (SCRM) sanctions that require the removal and prohibition of certain technology services and/or equipment that are designated as supply chain threats by a statutory or regulatory body?
Asset Management,Roots of Trust Protection,AST-18,"Mechanisms exist to provision and protect the confidentiality, integrity and authenticity of product supplier keys and data that can be used as a “roots of trust” basis for integrity verification.",,"Does the organization provision and protect the confidentiality, integrity and authenticity of product supplier keys and data that can be used as a “roots of trust” basis for integrity verification?"
Asset Management,Telecommunications Equipment,AST-19,Mechanisms exist to establish usage restrictions and implementation guidance for telecommunication equipment to prevent potential damage or unauthorized modification and to prevent potential eavesdropping.,,"Does the organization establish usage restrictions and implementation guidance for telecommunication equipment based on the potential to cause damage, if used maliciously?"
Asset Management,Video Teleconference (VTC) Security,AST-20,"Mechanisms exist to implement secure Video Teleconference (VTC) capabilities on endpoint devices and in designated conference rooms, to prevent potential eavesdropping.",,Does the organization implement secure Video Teleconference (VTC) capabilities on endpoint devices and in designated conference rooms?
Asset Management,Voice Over Internet Protocol (VoIP) Security,AST-21,Mechanisms exist to implement secure Internet Protocol Telephony (IPT) that logically or physically separates Voice Over Internet Protocol (VoIP) traffic from data networks.,,Does the organization implement secure Internet Protocol (IP) telephony that logically or physically separates Voice Over Internet Protocol (VoIP) traffic from data networks?
Asset Management,Microphones & Web Cameras,AST-22,Mechanisms exist to configure assets to prohibit the use of endpoint-based microphones and web cameras in secure areas or where sensitive information is discussed.,,Does the organization configure assets to prohibit the use of endpoint-based microphones and web cameras in secure areas or where sensitive information is discussed?
Asset Management,Multi-Function Devices (MFD),AST-23,Mechanisms exist to securely configure Multi-Function Devices (MFD) according to industry-recognized secure practices for the type of device.,,Does the organization securely configure Multi-Function Devices (MFD) according to industry-recognized secure practices for the type of device?
Asset Management,Travel-Only Devices,AST-24,"Mechanisms exist to issue personnel travelling overseas with temporary, loaner or ""travel-only"" end user technology (e.g., laptops and mobile devices) when travelling to authoritarian countries with a higher-than average risk for Intellectual Property (IP) theft or espionage against individuals and private companies.",,"Does the organization issue personnel travelling overseas with temporary, loaner or ""travel-only"" end user technology (e.g., laptops and mobile devices) when travelling to authoritarian countries with a higher-than average risk for Intellectual Property (IP) theft or espionage against individuals and private companies?"
Asset Management,Re-Imaging Devices After Travel,AST-25,"Mechanisms exist to re-image end user technology (e.g., laptops and mobile devices) when returning from overseas travel to an authoritarian country with a higher-than average risk for Intellectual Property (IP) theft or espionage against individuals and private companies.",,"Does the organization re-image end user technology (e.g., laptops and mobile devices) when returning from overseas travel to an authoritarian country with a higher-than average risk for Intellectual Property (IP) theft or espionage against individuals and private companies?"
Asset Management,System Administrative Processes,AST-26,"Mechanisms exist to develop, implement and govern system administration processes, with corresponding Standardized Operating Procedures (SOP), for operating and maintaining systems, applications and services.",,"Does the organization develop, implement and govern system administration processes with corresponding Standardized Operating Procedures (SOP) for operating and maintaining systems, applications and services?"
Asset Management,Jump Server,AST-27,"Mechanisms exist to conduct remote system administrative functions via a ""jump box"" or ""jump server"" that is located in a separate network zone to user workstations.",,"Does the organization conduct remote system administrative functions via a ""jump box"" or ""jump server"" that is located in a separate network zone to user workstations?"
Asset Management,Database Administrative Processes,AST-28,"Mechanisms exist to develop, implement and govern database management processes, with corresponding Standardized Operating Procedures (SOP), for operating and maintaining databases.",,"Does the organization develop, implement and govern database management processes with corresponding Standardized Operating Procedures (SOP) for operating and maintaining databases?"
Asset Management,Database Management System (DBMS),AST-28.1,"Mechanisms exist to implement and maintain Database Management Systems (DBMSs), where applicable.",,Does the organization implement and maintain a Database Management System (DBMS)?
Asset Management,Radio Frequency Identification (RFID) Security,AST-29,Mechanisms exist to securely govern Radio Frequency Identification (RFID) deployments to ensure RFID is used safely and securely to protect the confidentiality and integrity of data and prevent the compromise of secure spaces.,,Does the organization securely governs Radio Frequency Identification (RFID) deployments to ensure RFID is used safely and securely to protect the confidentiality and integrity of data and prevent the compromise of secure spaces?
Asset Management,Contactless Access Control Systems,AST-29.1,Mechanisms exist to securely configure contactless access control systems incorporating contactless RFID or smart cards to protect the confidentiality and integrity of data and prevent the compromise of secure spaces.,,Does the organization securely configure contactless access control systems incorporating contactless RFID or smart cards to protect the confidentiality and integrity of data and prevent the compromise of secure spaces?
Asset Management,Decommissioning,AST-30,"Mechanisms exist to ensure systems, applications and services are properly decommissioned so that data is properly transitioned to new systems or archived in accordance with applicable organizational standards, as well as statutory, regulatory and contractual obligations.",,"Does the organization ensure systems, applications and services are properly decommissioned so that data is properly transitioned to new systems or archived in accordance with applicable organizational standards, as well as statutory, regulatory and contractual obligations?"
Asset Management,Asset Categorization,AST-31,Mechanisms exist to categorize technology assets.,,Does the organization categorize technology assets?
Asset Management,Categorize Artificial Intelligence (AI)-Related Technologies,AST-31.1,Mechanisms exist to categorize Artificial Intelligence (AI) and Autonomous Technologies (AAT).,,Does the organization categorize Artificial Intelligence (AI) and Autonomous Technologies (AAT)?
Business Continuity & Disaster Recovery,Business Continuity Management System (BCMS),BCD-01,Mechanisms exist to facilitate the implementation of contingency planning controls to help ensure resilient assets and services.,"- Business Continuity Plan (BCP)
- Disaster Recovery Plan (DRP)
- Continuity of Operations Plan (COOP)
- Business Impact Analysis (BIA)
- Criticality assessments",Does the organization facilitate the implementation of contingency planning controls?
Business Continuity & Disaster Recovery,Coordinate with Related Plans ,BCD-01.1,Mechanisms exist to coordinate contingency plan development with internal and external elements responsible for related plans. ,- Cybersecurity Incident Response Plan (IIRP),Does the organization coordinate contingency plan development with internal and external elements responsible for related plans? 
Business Continuity & Disaster Recovery,Coordinate With External Service Providers,BCD-01.2,Mechanisms exist to coordinate internal contingency plans with the contingency plans of external service providers to ensure that contingency requirements can be satisfied.,"- Business Continuity Plan (BCP)
- Disaster Recovery Plan (DRP)
- Continuity of Operations Plan (COOP)",Does the organization coordinate internal contingency plans with the contingency plans of external service providers to ensure that contingency requirements can be satisfied?
Business Continuity & Disaster Recovery,Transfer to Alternate Processing / Storage Site,BCD-01.3,Mechanisms exist to redeploy personnel to other roles during a disruptive event or in the execution of a continuity plan.,,Does the organization redeploy personnel to other roles during a disruptive event or in the execution of a continuity plan?
Business Continuity & Disaster Recovery,Recovery Time / Point Objectives (RTO / RPO),BCD-01.4,Mechanisms exist to facilitate recovery operations in accordance with Recovery Time Objectives (RTOs) and Recovery Point Objectives (RPOs).,,Does the organization configure the alternate storage site to facilitate recovery operations in accordance with Recovery Time Objectives (RTOs) and Recovery Point Objectives (RPOs)?
Business Continuity & Disaster Recovery,Identify Critical Assets ,BCD-02,"Mechanisms exist to identify and document the critical systems, applications and services that support essential missions and business functions.","- Business Impact Analysis (BIA)
- Criticality assessments","Does the organization identify and document the critical systems, applications and services that support essential missions and business functions?"
Business Continuity & Disaster Recovery,Resume All Missions & Business Functions,BCD-02.1,Mechanisms exist to resume all missions and business functions within Recovery Time Objectives (RTOs) of the contingency plan's activation.,"- Disaster Recovery Plan (DRP)
- Continuity of Operations Plan (COOP)
- Disaster recovery software",Does the organization plan for the resumption of all missions and business functions within Recovery Time Objectives (RTOs) of the contingency plan's activation?
Business Continuity & Disaster Recovery,Continue Essential Mission & Business Functions,BCD-02.2,Mechanisms exist to continue essential missions and business functions with little or no loss of operational continuity and sustain that continuity until full system restoration at primary processing and/or storage sites.,"- Disaster Recovery Plan (DRP)
- Continuity of Operations Plan (COOP)",Does the organization plan for the continuance of essential missions and business functions with little or no loss of operational continuity and sustain that continuity until full system restoration at primary processing and/or storage sites?
Business Continuity & Disaster Recovery,Resume Essential Missions & Business Functions ,BCD-02.3,Mechanisms exist to resume essential missions and business functions within an organization-defined time period of contingency plan activation. ,"- Business Continuity Plan (BCP)
- Disaster Recovery Plan (DRP)
- Continuity of Operations Plan (COOP)",Does the organization resume essential missions and business functions within an organization-defined time period of contingency plan activation? 
Business Continuity & Disaster Recovery,Data Storage Location Reviews,BCD-02.4,Mechanisms exist to perform periodic security reviews of storage locations that contain sensitive / regulated data.,,Does the organization perform periodic security reviews of storage locations that contain sensitive / regulated data?
Business Continuity & Disaster Recovery,Contingency Training,BCD-03,Mechanisms exist to adequately train contingency personnel and applicable stakeholders in their contingency roles and responsibilities. ,"- NIST NICE Framework
- Tabletop exercises",Does the organization adequately train contingency personnel and applicable stakeholders in their contingency roles and responsibilities?
Business Continuity & Disaster Recovery,Simulated Events,BCD-03.1,Mechanisms exist to incorporate simulated events into contingency training to facilitate effective response by personnel in crisis situations.,- Tabletop exercises,Does the organization incorporate simulated events into contingency training to facilitate effective response by personnel in crisis situations?
Business Continuity & Disaster Recovery,Automated Training Environments,BCD-03.2,Automated mechanisms exist to provide a more thorough and realistic contingency training environment.,,Does the organization use automated mechanisms to provide a more thorough and realistic contingency training environment?
Business Continuity & Disaster Recovery,Contingency Plan Testing & Exercises ,BCD-04,Mechanisms exist to conduct tests and/or exercises to evaluate the contingency plan's effectiveness and the organization’s readiness to execute the plan. ,- Simulated disasters / emergencies,Does the organization conduct tests and/or exercises to evaluate the contingency plan's effectiveness and the organization’s readiness to execute the plan?
Business Continuity & Disaster Recovery,Coordinated Testing with Related Plans ,BCD-04.1,Mechanisms exist to coordinate contingency plan testing with internal and external elements responsible for related plans. ,"- Playbooks
- Enterprise-wide Continuity of Operations Plan (COOP)",Does the organization coordinate contingency plan testing with internal and external elements responsible for related plans? 
Business Continuity & Disaster Recovery,Alternate Storage & Processing Sites,BCD-04.2,Mechanisms exist to test contingency plans at alternate storage & processing sites to both familiarize contingency personnel with the facility and evaluate the capabilities of the alternate processing site to support contingency operations. ,,Does the organization test the contingency plan at the alternate processing site to both familiarize contingency personnel with the facility and evaluate the capabilities of the alternate processing site to support contingency operations? 
Business Continuity & Disaster Recovery,Contingency Plan Root Cause Analysis (RCA) & Lessons Learned,BCD-05,"Mechanisms exist to conduct a Root Cause Analysis (RCA) and ""lessons learned"" activity every time the contingency plan is activated.","- Standardized Operating Procedures (SOP)
- Disaster Recovery Plan (DRP)
- Business Continuity Plan (BCP)
- Continuity of Operations Plan (COOP)","Does the organization conduct a Root Cause Analysis (RCA) and ""lessons learned"" activity every time the contingency plan is activated?"
