SCF Domain,SCF Control,SCF #,"Secure Controls Framework (SCF)
Control Description",Methods To Comply With SCF Controls,SCF Control Question
Physical & Environmental Security ,Fire Protection,PES-08,Facility security mechanisms exist to utilize and maintain fire suppression and detection devices/systems for the system that are supported by an independent energy source. ,,Does the organization utilize and maintain fire suppression and detection devices/systems for the system that are supported by an independent energy. source? 
Physical & Environmental Security ,Fire Detection Devices,PES-08.1,Facility security mechanisms exist to utilize and maintain fire detection devices/systems that activate automatically and notify organizational personnel and emergency responders in the event of a fire. ,,Does the organization utilize and maintain fire detection devices/systems that activate automatically and notify organizational personnel and emergency responders in the event of a fire? 
Physical & Environmental Security ,Fire Suppression Devices,PES-08.2,Facility security mechanisms exist to utilize fire suppression devices/systems that provide automatic notification of any activation to organizational personnel and emergency responders. ,,Does the organization utilize fire suppression devices/systems that provide automatic notification of any activation to organizational personnel and emergency responders? 
Physical & Environmental Security,Automatic Fire Suppression,PES-08.3,Facility security mechanisms exist to employ an automatic fire suppression capability for critical information systems when the facility is not staffed on a continuous basis.,,Does the organization employ an automatic fire suppression capability for critical information systems when the facility is not staffed on a continuous basis?
Physical & Environmental Security ,Temperature & Humidity Controls,PES-09,Facility security mechanisms exist to maintain and monitor temperature and humidity levels within the facility.,,Does the organization maintain and monitor temperature and humidity levels within the facility?
Physical & Environmental Security ,Monitoring with Alarms / Notifications,PES-09.1,Facility security mechanisms exist to trigger an alarm or notification of temperature and humidity changes that be potentially harmful to personnel or equipment. ,,Does the organization trigger an alarm or notification of temperature and humidity changes that be potentially harmful to personnel or equipment? 
Physical & Environmental Security ,Delivery & Removal ,PES-10,Physical security mechanisms exist to isolate information processing facilities from points such as delivery and loading areas and other points to avoid unauthorized access. ,,Does the organization isolate information processing facilities from points such as delivery and loading areas and other points to avoid unauthorized access? 
Physical & Environmental Security ,Alternate Work Site,PES-11,"Physical security mechanisms exist to utilize appropriate management, operational and technical controls at alternate work sites.",,"Does the organization utilize appropriate management, operational and technical controls at alternate work sites?"
Physical & Environmental Security ,Equipment Siting & Protection ,PES-12,Physical security mechanisms exist to locate system components within the facility to minimize potential damage from physical and environmental hazards and to minimize the opportunity for unauthorized access. ,,Does the organization locate system components within the facility to minimize potential damage from physical and environmental hazards and to minimize the opportunity for unauthorized access? 
Physical & Environmental Security ,Transmission Medium Security,PES-12.1,"Physical security mechanisms exist to protect power and telecommunications cabling carrying data or supporting information services from interception, interference or damage. ",,"Does the organization protect power and telecommunications cabling carrying data or supporting information services from interception, interference or damage? "
Physical & Environmental Security ,Access Control for Output Devices,PES-12.2,Physical security mechanisms exist to restrict access to printers and other system output devices to prevent unauthorized individuals from obtaining the output. ,- Printer management (print only when at the printer with proximity card or code),Does the organization restrict access to printers and other system output devices to prevent unauthorized individuals from obtaining the output? 
Physical & Environmental Security ,Information Leakage Due To Electromagnetic Signals Emanations,PES-13,Facility security mechanisms exist to protect the system from information leakage due to electromagnetic signals emanations. ,,Does the organization protect the system from information leakage due to electromagnetic signals emanations? 
Physical & Environmental Security ,Asset Monitoring and Tracking,PES-14,Physical security mechanisms exist to employ asset location technologies that track and monitor the location and movement of organization-defined assets within organization-defined controlled areas.,- RFID tagging,Does the organization employ asset location technologies that track and monitor the location and movement of organization-defined assets within organization-defined controlled areas?
Physical & Environmental Security ,Electromagnetic Pulse (EMP) Protection,PES-15,Physical security mechanisms exist to employ safeguards against Electromagnetic Pulse (EMP) damage for systems and system components.,- EMP shielding (Faraday cages),Does the organization employ safeguards against Electromagnetic Pulse (EMP) damage for systems and system components?
Physical & Environmental Security ,Component Marking,PES-16,"Physical security mechanisms exist to mark system hardware components indicating the impact or classification level of the information permitted to be processed, stored or transmitted by the hardware component.",,"Does the organization mark system hardware components indicating the impact or classification level of the information permitted to be processed, stored or transmitted by the hardware component?"
Physical & Environmental Security ,Proximity Sensor ,PES-17,Automated mechanisms exist to monitor physical proximity to robotic or autonomous platforms to reduce applied force or stop the operation when sensors indicate a potentially dangerous scenario.,,Does the organization continuously monitor physical proximity to robotic or autonomous platforms to reduce applied force or stop the operation when sensors indicate a potentially dangerous scenario?
Physical & Environmental Security ,On-Site Client Segregation,PES-18,Mechanisms exist to ensure client-specific Intellectual Property (IP) is isolated from other data when client-specific IP is processed or stored within multi-client workspaces.,,Does the organization ensure client-specific Intellectual Property (IP) is isolated from other data when client-specific IP is processed or stored within multi-client workspaces?
Privacy,Privacy Program,PRI-01,Mechanisms exist to facilitate the implementation and operation of privacy controls. ,,Does the organization facilitate the implementation and operation of privacy controls? 
Privacy,Chief Privacy Officer (CPO),PRI-01.1,"Mechanisms exist to appoints a Chief Privacy Officer (CPO) or similar role, with the authority, mission, accountability and resources to coordinate, develop and implement, applicable privacy requirements and manage privacy risks through the organization-wide privacy program.",,"Does the organization appoints a Chief Privacy Officer (CPO) or similar role, with the authority, mission, accountability and resources to coordinate, develop and implement, applicable privacy requirements and manage privacy risks through the organization-wide privacy program?"
Privacy,Privacy Act Statements,PRI-01.2,"Mechanisms exist to provide additional formal notice to individuals from whom the information is being collected that includes:
 ▪ Notice of the authority of organizations to collect Personal Data (PD); 
 ▪ Whether providing Personal Data (PD) is mandatory or optional; 
 ▪ The principal purpose or purposes for which the Personal Data (PD) is to be used; 
 ▪ The intended disclosures or routine uses of the information; and 
 ▪ The consequences of not providing all or some portion of the information requested.",,"Does the organization provide additional formal notice to individuals from whom the information is being collected that includes:
 ▪ Notice of the authority of organizations to collect Personal Data (PD); 
 ▪ Whether providing Personal Data (PD) is mandatory or optional; 
 ▪ The principal purpose or purposes for which the Personal Data (PD) is to be used; 
 ▪ The intended disclosures or routine uses of the information; and 
 ▪ The consequences of not providing all or some portion of the information requested?"
Privacy,Dissemination of Privacy Program Information ,PRI-01.3,"Mechanisms exist to: 
 ▪ Ensure that the public has access to information about organizational privacy activities and can communicate with its Chief Privacy Officer (CPO) or similar role;
 ▪ Ensure that organizational privacy practices are publicly available through organizational websites or otherwise; and
 ▪ Utilize publicly facing email addresses and/or phone lines to enable the public to provide feedback and/or direct questions to privacy offices regarding privacy practices.",,"Does the organization: 
 ▪ Ensure that the public has access to information about organizational privacy activities and can communicate with its Chief Privacy Officer (CPO) or similar role;
 ▪ Ensure that organizational privacy practices are publicly available through organizational websites or otherwise; and
 ▪ Utilize publicly facing email addresses and/or phone lines to enable the public to provide feedback and/or direct questions to privacy offices regarding privacy practices?"
Privacy,Data Protection Officer (DPO),PRI-01.4,"Mechanisms exist to appoint a Data Protection Officer (DPO):
 ▪ Based on the basis of professional qualities; and
 ▪ To be involved in all issues related to the protection of personal data.",,"Does the organization appoint a Data Protection Officer (DPO):
 ▪ Based on the basis of professional qualities; and
 ▪ To be involved in all issues related to the protection of personal data?"
Privacy,Binding Corporate Rules (BCR),PRI-01.5,"Mechanisms exist to implement and manage Binding Corporate Rules (BCR) (e.g., data sharing agreement) to legally-bind all parties engaged in a joint economic activity that contractually states enforceable rights on data subjects with regard to the processing of their personal data.",,Does the organization implement and manage Binding Corporate Rules (BCR) to legally-bind all parties engaged in a joint economic activity that contractually states enforceable rights on data subjects with regard to the processing of their personal data?
Privacy,Security of Personal Data,PRI-01.6,Mechanisms exist to ensure Personal Data (PD) is protected by security safeguards that are sufficient and appropriately scoped to protect the confidentiality and integrity of the PD.,,Does the organization ensure Personal Data (PD) is protected by security safeguards that are sufficient and appropriately scoped to protect the confidentiality and integrity of the PD?
Privacy,Limiting Personal Data Disclosures,PRI-01.7,Mechanisms exist to limit the disclosure of Personal Data (PD) to authorized parties for the sole purpose for which the PD was obtained.,,Does the organization limit the disclosure of Personal Data (PD) to authorized parties for the sole purpose for which the PD was obtained?
Privacy,Privacy Notice,PRI-02,"Mechanisms exist to:
▪ Make privacy notice(s) available to individuals upon first interacting with an organization and subsequently as necessary; 
▪ Ensure that privacy notices are clear and easy-to-understand, expressing information about Personal Data (PD) processing in plain language that meet all legal obligations; and
▪ Define the scope of PD processing activities, including the geographic locations and third-party recipients that process the PD within the scope of the privacy notice.",,"Does the organization:
 ▪ Make privacy notice(s) available to individuals upon first interacting with an organization and subsequently as necessary?
 ▪ Ensure that privacy notices are clear and easy-to-understand, expressing information about Personal Data (PD) processing in plain language?"
Privacy,Purpose Specification,PRI-02.1,"Mechanisms exist to identify and document the purpose(s) for which Personal Data (PD) is collected, used, maintained and shared in its privacy notices.",,"Does the organization identify and document the purpose(s) for which Personal Data (PD) is collected, used, maintained and shared in its privacy notices?"
Privacy,Automated Data Management Processes,PRI-02.2,"Automated mechanisms exist to adjust data that is able to be collected, created, used, disseminated, maintained, retained and/or disclosed, based on updated data subject authorization(s).","The organization should identify and address obligations, including legal obligations, to the PD principals resulting from decisions made by the organization which are related to the PD principal based solely on automated processing of PD.",Does the organization use automated mechanisms to support records management of authorizing policies and procedures for Personal Data (PD)?
Privacy,Computer Matching Agreements (CMA) ,PRI-02.3,Mechanisms exist to publish Computer Matching Agreements (CMA) on the public website of the organization.,,Does the organization publish Computer Matching Agreements (CMA) on the public website of the organization?
Privacy,System of Records Notice (SORN),PRI-02.4,"Mechanisms exist to draft, publish and keep System of Records Notices (SORN) updated in accordance with regulatory guidance.",,"Does the organization draft, publish and keep System of Records Notices (SORN) updated in accordance with regulatory guidance."
Privacy,System of Records Notice (SORN) Review Process,PRI-02.5,Mechanisms exist to review all routine uses of data published in the System of Records Notices (SORN) to ensure continued accuracy and to ensure that routine uses continue to be compatible with the purpose for which the information was collected.,,Does the organization review all routine uses of data published in the System of Records Notices (SORN) to ensure continued accuracy and to ensure that routine uses continue to be compatible with the purpose for which the information was collected?
Privacy,Privacy Act Exemptions,PRI-02.6,Mechanisms exist to review all Privacy Act exemptions claimed for the System of Records Notices (SORN) to ensure they remain appropriate and accurate.,,Does the organization review all Privacy Act exemptions claimed for the System of Records Notices (SORN) to ensure they remain appropriate and accurate?
Privacy,Real-Time or Layered Notice,PRI-02.7,Mechanisms exist to provide real-time and/or layered notice when Personal Data (PD) is collected that provides data subjects with a summary of key points or more detailed information that is specific to the organization's privacy notice.,,Does the organization provide real-time and/or layered notice when Personal Data (PD) is collected that provides data subjects with a summary of key points or more detailed information that is specific to the organization's privacy notice?
Privacy,Choice & Consent,PRI-03,"Mechanisms exist to authorize the processing of their Personal Data (PD) prior to its collection that:
▪ Uses plain language and provide examples to illustrate the potential privacy risks of the authorization; and
▪ Provides a means for users to decline the authorization.
","- ""opt in"" vs ""opt out"" user selections","Does the organization authorize the processing of their Personal Data (PD) prior to its collection that:
 ▪ Uses plain language and provide examples to illustrate the potential privacy risks of the authorization; and
 ▪ Provides a means for users to decline the authorization?"
Privacy,Tailored Consent,PRI-03.1,Mechanisms exist to allow data subjects to modify the use permissions to selected attributes of their Personal Data (PD).,,Does the organization allow data subjects to modify the use permissions to selected attributes of their Personal Data (PD)?
Privacy,Just-In-Time Notice & Updated Consent,PRI-03.2,"Mechanisms exist to present authorizations to process Personal Data (PD) in conjunction with the data action, when:
▪ The original circumstances under which an individual gave consent have changed; or
▪ A significant amount of time has passed since an individual gave consent.",,"Does the organization present authorizations to process Personal Data (PD) in conjunction with the data action, when:
▪ The original circumstances under which an individual gave consent have changed; or
▪ A significant amount of time has passed since an individual gave consent?"
Privacy,Prohibition Of Selling or Sharing Personal Data (PD),PRI-03.3,Mechanisms exist to prevent the sale or sharing of Personal Data (PD) when instructed by the data subject.,,Does the organization prevent the sale or sharing of Personal Data (PD) when instructed by the data subject?
Privacy,Revoke Consent,PRI-03.4,Mechanisms exist to allow data subjects to revoke consent to the processing of their Personal Data (PD).,,Does the organization allow data subjects to revoke consent to the processing of their Personal Data (PD)?
Privacy,Product or Service Delivery Restrictions,PRI-03.5,Mechanisms exist to prohibit the refusal of products and/or services on the grounds that a data subject does not agree to the processing of Personal Data (PD) or withdraws consent.,- Privacy Program,Does the organization prohibit the refusal of products and/or services on the grounds that a data subject does not agree to the processing of Personal Data (PD) or withdraws consent?
Privacy,Authorized Agent,PRI-03.6,"Mechanisms exist to allow data subjects to authorize another person or entity, acting on the data subject's behalf, to make Personal Data (PD) processing decisions.",,"Does the organization allow data subjects to authorize another person or entity, acting on the data subject's behalf, to make Personal Data (PD) processing decisions?"
Privacy,Active Participation By Data Subjects,PRI-03.7,"Mechanisms exist to compel data subjects to select the level of consent deemed appropriate by the data subject for the relevant business purpose (e.g., opt-in, opt-out, accept all cookies, etc.).",,"Does the organization compel data subjects to select the level of consent deemed appropriate by the data subject for the relevant business purpose (e.g., opt-in, opt-out, accept all cookies, etc.)?"
Privacy,Global Privacy Control (GPC),PRI-03.8,"Automated mechanisms exist to provide data subjects with functionality to exercise pre-selected opt-out preferences (e.g., opt-out signal).",,"Does the organization provide data subjects with functionality to automatically exercise pre-selected opt-out preferences (e.g., opt-out signal)?"
Privacy,Restrict Collection To Identified Purpose,PRI-04,"Mechanisms exist to collect Personal Data (PD) only for the purposes identified in the privacy notice and includes protections against collecting PD from minors without appropriate parental, or legal guardian, consent.",,Does the organization collect Personal Data (PD) only for the purposes identified in the privacy notice? 
Privacy,"Authority To Collect, Use, Maintain & Share Personal Data (PD)",PRI-04.1,"Mechanisms exist to determine and document the legal authority that permits the collection, use, maintenance and sharing of Personal Data (PD), either generally or in support of a specific program or system need.",,"Does the organization determine and document the legal authority that permits the collection, use, maintenance and sharing of Personal Data (PD), either generally or in support of a specific program or system need?"
Privacy,Primary Sources,PRI-04.2,"Mechanisms exist to ensure information is directly collected from the data subject, whenever possible.",,"Does the organization ensure information is directly collected from the data subject, whenever possible?"
Privacy,Identifiable Image Collection,PRI-04.3,"Mechanisms exist to restrict the collection, processing, storage and sharing of photographic and/or video surveillance image collection that can identify individuals to legitimate business needs.",- Privacy Program,"Does the organization restrict the collection, processing, storage and sharing of photographic and/or video surveillance image collection that can identify individuals to legitimate business needs?"
Privacy,Acquired Personal Data (PD),PRI-04.4,"Mechanisms exist to promptly inform data subjects of the utilization purpose when their Personal Data (PD) is acquired and not received directly from the data subject, except where that utilization purpose was disclosed in advance to the data subject.",,"Does the organization promptly inform data subjects of the utilization purpose when their Personal Data (PD) is acquired and not received directly from the data subject, except where that utilization purpose was disclosed in advance to the data subject?"
Privacy,Validate Collected Personal Data,PRI-04.5,"Mechanisms exist to ensure that the data subject, or authorized representative, validate Personal Data (PD) during the collection process.",,"Does the organization request that the data subject, or authorized representative, validate Personal Data (PD) during the collection process?"
Privacy,Re-Validate Collected Personal Data,PRI-04.6,"Mechanisms exist to ensure that the data subject, or authorized representative, re-validate that Personal Data (PD) acquired during the collection process is still accurate.",,"Does the organization request that the data subject, or authorized representative, re-validate that Personal Data (PD) acquired during the collection process is still accurate?"
Privacy,Personal Data Retention & Disposal,PRI-05,"Mechanisms exist to: 
 ▪ Retain Personal Data (PD), including metadata, for an organization-defined time period to fulfill the purpose(s) identified in the notice or as required by law;
 ▪ Dispose of, destroys, erases, and/or anonymizes the PD, regardless of the method of storage; and
 ▪ Use organization-defined techniques or methods to ensure secure deletion or destruction of PD (including originals, copies and archived records).",,"Does the organization: 
 ▪ Retain Personal Data (PD), including metadata, for an organization-defined time period to fulfill the purpose(s) identified in the notice or as required by law;
 ▪ Disposes of, destroys, erases, and/or anonymizes the PI, regardless of the method of storage; and
 ▪ Uses organization-defined techniques or methods to ensure secure deletion or destruction of PD (including originals, copies and archived records)?"
Privacy,"Internal Use of Personal Data For Testing, Training and Research",PRI-05.1,"Mechanisms exist to address the use of Personal Data (PD) for internal testing, training and research that:
 ▪ Takes measures to limit or minimize the amount of PD used for internal testing, training and research purposes; and
 ▪ Authorizes the use of PD when such information is required for internal testing, training and research.",,"Does the organization address the use of Personal Data (PD) for internal testing, training and research that:
 ▪ Takes measures to limit or minimize the amount of PD used for internal testing, training and research purposes; and
 ▪ Authorizes the use of PD when such information is required for internal testing, training and research?"
Privacy,Personal Data Accuracy & Integrity,PRI-05.2,Mechanisms exist to confirm the accuracy and relevance of Personal Data (PD) throughout the information lifecycle.,,Does the organization confirm the accuracy and relevance of Personal Data (PD) throughout the information lifecycle?
Privacy,Data Masking,PRI-05.3,"Mechanisms exist to mask sensitive information through data anonymization, pseudonymization, redaction or de-identification.",,"Does the organization mask sensitive information through data anonymization, pseudonymization, redaction or de-identification? "
Privacy,Usage Restrictions of Sensitive Personal Data,PRI-05.4,"Mechanisms exist to restrict the use of Personal Data (PD) to only the authorized purpose(s) consistent with applicable laws, regulations and in privacy notices. ",,"Does the organization restrict the use of Personal Data (PD) to only the authorized purpose(s) consistent with applicable laws, regulations and in privacy notices? "
Privacy,Inventory of Personal Data (PD),PRI-05.5,"Mechanisms exist to establish, maintain and update an inventory that contains a listing of all programs and systems identified as collecting, using, maintaining, or sharing Personal Data (PD). ",,"Does the organization establish, maintain and update an inventory that contains a listing of all programs and systems identified as collecting, using, maintaining, or sharing Personal Data (PD)? "
Privacy,Personal Data (PD) Inventory Automation Support,PRI-05.6,Automated mechanisms exist to determine if Personal Data (PD) is maintained in electronic form.,,Does the organization use automated mechanisms to determine if Personal Data (PD) is maintained in electronic form?
Privacy,Personal Data (PD) Categories,PRI-05.7,Mechanisms exist to define and implement data handling and protection requirements for specific categories of sensitive Personal Data (PD).,,Does the organization define and implement data handling and protection requirements for specific categories of sensitive Personal Data (PD)?
Privacy,Data Subject Access,PRI-06,Mechanisms exist to provide individuals the ability to access their Personal Data (PD) maintained in organizational systems of records.,,Does the organization provide individuals the ability to access their Personal Data (PD) maintained in organizational systems of records?
Privacy,Correcting Inaccurate Personal Data,PRI-06.1,"Mechanisms exist to establish and implement a process for:
 ▪ Individuals to have inaccurate Personal Data (PD) maintained by the organization corrected or amended; and
 ▪ Disseminating corrections or amendments of PD to other authorized users of the PD.",- Data Protection Impact Assessment (DPIA),"Does the organization establish and implement a process for:
 ▪ Individuals to have inaccurate Personal Data (PD) maintained by the organization corrected or amended; and
 ▪ Disseminating corrections or amendments of PD to other authorized users of the PI?"
Privacy,Notice of Correction or Processing Change,PRI-06.2,Mechanisms exist to notify affected individuals if their Personal Data (PD) has been corrected or amended.,"The organization should, in the case of having general written authorization, inform the customer of any intended changes concerning the addition or replacement of subcontractors to process PD, thereby giving the customer the opportunity to object to such changes.",Does the organization notify affected individuals if their Personal Data (PD) has been corrected or amended?
Privacy,Appeal Adverse Decision,PRI-06.3,Mechanisms exist to provide an organization-defined process for individuals to appeal an adverse decision and have incorrect information amended.,,Does the organization provide an organization-defined process for individuals to appeal an adverse decision and have incorrect information amended?
Privacy,User Feedback Management,PRI-06.4,"Mechanisms exist to implement a process for receiving and responding to complaints, concerns or questions from individuals about the organizational privacy practices.",,"Does the organization implement a process for receiving and responding to complaints, concerns or questions from individuals about the organizational privacy practices?"
Privacy,Right to Erasure,PRI-06.5,"Mechanisms exist to erase personal data of an individual, without delay.",,"Does the organization erase personal data of an individual, without delay?"
Privacy,Data Portability,PRI-06.6,"Mechanisms exist to export Personal Data (PD) in a structured, commonly used and machine-readable format that allows the data subject to transmit the data to another controller without hindrance.",,"Does the organization export Personal Data (PD) in a structured, commonly used and machine-readable format that allows the data subject to transmit the data to another controller without hindrance?"
Privacy,Personal Data Exportability,PRI-06.7,Mechanisms exist to digitally export Personal Data (PD) in a secure manner upon request by the data subject.,,Does the organization digitally export Personal Data (PD) in a secure manner upon request by the data subject?
Privacy,Information Sharing With Third Parties,PRI-07,Mechanisms exist to disclose Personal Data (PD) to third-parties only for the purposes identified in the privacy notice and with the implicit or explicit consent of the data subject. ,- Veris (incident sharing) (http://veriscommunity.net),Does the organization disclose Personal Data (PD) to third-parties only for the purposes identified in the privacy notice and with the implicit or explicit consent of the individual? 
Privacy,Privacy Requirements for Contractors & Service Providers ,PRI-07.1,Mechanisms exist to include privacy requirements in contracts and other acquisition-related documents that establish privacy roles and responsibilities for contractors and service providers. ,,Does the organization include privacy requirements in contracts and other acquisition-related documents that establish privacy roles and responsibilities for contractors and service providers? 
Privacy,Joint Processing of Personal Data,PRI-07.2,Mechanisms exist to clearly define and communicate the organization's role in processing Personal Data (PD) in the data processing ecosystem. ,,Does the organization clearly define and communicate the organization's role in processing Personal Data (PD) in the data processing ecosystem? 
Privacy,Obligation To Inform Third-Parties,PRI-07.3,"Mechanisms exist to inform applicable third-parties of any modification, deletion or other change that affects shared Personal Data (PD).",- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/),"Does the organization inform applicable third-parties of any modification, deletion or other change that affects shared Personal Data (PD)?"
Privacy,Reject Unauthorized Disclosure Requests,PRI-07.4,Mechanisms exist to reject unauthorized disclosure requests.,- Authorized Agent,Does the organization reject unauthorized disclosure requests?
Privacy,"Testing, Training & Monitoring",PRI-08,"Mechanisms exist to conduct cybersecurity and privacy testing, training and monitoring activities
",,"Does the organization implement a process for ensuring that organizational plans for conducting cybersecurity and privacy testing, training and monitoring activities associated with organizational systems are developed and performed?
"
Privacy,Personal Data Lineage,PRI-09,"Mechanisms exist to utilize a record of processing activities to maintain a record of Personal Data (PD) that is stored, transmitted and/or processed under the organization's responsibility.",The organization should determine and securely maintain the necessary records in support of its obligations for the processing of PD.,"Does the organization utilize a System of Records Notices (SORN), or similar record of processing activities, to maintain a record of processing Personal Data (PD) under the organization's responsibility?"
Privacy,Data Quality Management,PRI-10,"Mechanisms exist to issue guidelines ensuring and maximizing the quality, utility, objectivity, integrity, impact determination and de-identification of Personal Data (PD) across the information lifecycle.",,"Does the organization issue guidelines ensuring and maximizing the quality, utility, objectivity, integrity, impact determination and de-identification of Personal Data (PD) across the information lifecycle?"
Privacy,Automation,PRI-10.1,Automated mechanisms exist to support the evaluation of data quality across the information lifecycle.,,Does the organization use automated mechanisms to support the evaluation of data quality across the information lifecycle?
Privacy,Data Analytics Bias,PRI-10.2,Mechanisms exist to evaluate its analytical processes for potential bias.,,Does the organization evaluate its analytical processes for potential bias?
Privacy,Data Tagging,PRI-11,Mechanisms exist to issue data modeling guidelines to support tagging of sensitive/regulated data.,,Does the organization issue data modeling guidelines to support tagging of Personal Data (PD)?
Privacy,Updating Personal Data (PD),PRI-12,Mechanisms exist to develop processes to identify and record the method under which Personal Data (PD) is updated and the frequency that such updates occur.,,Does the organization develop processes to identify and record the method under which Personal Data (PD) is updated and the frequency that such updates occur?
Privacy,Data Management Board,PRI-13,Mechanisms exist to establish a written charter for a Data Management Board (DMB) and assigned organization-defined roles to the DMB.,- Data Management Board (DMB),Does the organization establish a written charter for a Data Management Board (DMB) and assigned organization-defined roles to the DMB?
Privacy,Privacy Records & Reporting,PRI-14,"Mechanisms exist to maintain privacy-related records and develop, disseminate and update reports to internal senior management, as well as external oversight bodies, as appropriate, to demonstrate accountability with specific statutory and regulatory privacy program mandates.",,"Does the organization develop, disseminate and update reports to internal senior management, as well as external oversight bodies, as appropriate, to demonstrate accountability with specific statutory and regulatory privacy program mandates?"
Privacy,Accounting of Disclosures,PRI-14.1,"Mechanisms exist to develop and maintain an accounting of disclosures of Personal Data (PD) held by the organization and make the accounting of disclosures available to the person named in the record, upon request.",,"Does the organization develop and maintain an accounting of disclosures of Personal Data (PD) held by the organization and make the accounting of disclosures available to the person named in the record, upon request?"
Privacy,Notification of Disclosure Request To Data Subject,PRI-14.2,Mechanisms exist to notify data subjects of applicable legal requests to disclose Personal Data (PD).,,Does the organization notify data subjects of applicable legal requests to disclose Personal Data (PD)?
Privacy,Register Database,PRI-15,"Mechanisms exist to register databases containing Personal Data (PD) with the appropriate Data Authority, when necessary.",,"Does the organization register databases containing Personal Data (PD) with the appropriate Data Authority, when necessary?"
Privacy,Potential Human Rights Abuses,PRI-16,"Mechanisms exist to constrain the supply of physical and/or digital activity logs to the host government that can directly lead to contravention of the Universal Declaration of Human Rights (UDHR), as well as other applicable statutory, regulatory and/or contractual obligations.",- Board of Directors (Bod) Ethics Committee,"Does the organization constrain the supply of physical and/or digital activity logs to the host government that can directly lead to contravention of the Universal Declaration of Human Rights (UDHR), as well as other applicable statutory, regulatory and/or contractual obligations?"
Privacy,Data Subject Communications,PRI-17,"Mechanisms exist to craft disclosures and communications to data subjects such that the material is readily accessible and written in a manner that is concise, unambiguous and understandable by a reasonable person.",,"Does the organization craft disclosures and communications to data subjects such that the material is readily accessible and written in a manner that is concise, unambiguous and understandable by a reasonable person?"
Privacy,Conspicuous Link To Privacy Notice,PRI-17.1,Mechanisms exist to include a conspicuous link to the organization's privacy notice on all consumer-facing websites and mobile applications.,,Does the organization include a conspicuous link to the organization's privacy notice on all consumer-facing websites and mobile applications?
Privacy,Notice of Financial Incentive,PRI-17.2,"Mechanisms exist to provide data subjects with a Notice of Financial Incentive that explains the material terms of a financial incentive, price or service difference so the data subject can make an informed decision about whether to participate.",,"Does the organization provide data subjects with a Notice of Financial Incentive that explains the material terms of a financial incentive, price or service difference so the data subject can make an informed decision about whether to participate?"
Project & Resource Management,Security Portfolio Management,PRM-01,Mechanisms exist to facilitate the implementation of cybersecurity and privacy-related resource planning controls that define a viable plan for achieving cybersecurity & privacy objectives.,,Does the organization facilitate the implementation of cybersecurity and privacy-related resource planning controls?
Project & Resource Management,Strategic Plan & Objectives,PRM-01.1,Mechanisms exist to establish a strategic cybersecurity and privacy-specific business plan and set of objectives to achieve that plan.,,Does the organization establish a strategic cybersecurity and privacy-specific business plan and set of objectives to achieve that plan?
Project & Resource Management,Targeted Capability Maturity Levels,PRM-01.2,Mechanisms exist to define and identify targeted capability maturity levels.,,Does the organization define and identify targeted capability maturity levels?
Project & Resource Management,Security & Privacy Resource Management,PRM-02,"Mechanisms exist to address all capital planning and investment requests, including the resources needed to implement the security & privacy programs and document all exceptions to this requirement. ",,"Does the organization address all capital planning and investment requests, including the resources needed to implement the security & privacy programs and document all exceptions to this requirement? "
Project & Resource Management,Allocation of Resources ,PRM-03,"Mechanisms exist to identify and allocate resources for management, operational, technical and privacy requirements within business process planning for projects / initiatives.",,"Does the organization identify and allocate resources for management, operational, technical and privacy requirements within business process planning for projects / initiatives?"
Project & Resource Management,Security & Privacy In Project Management ,PRM-04,"Mechanisms exist to assess cybersecurity and privacy controls in system project development to determine the extent to which the controls are implemented correctly, operating as intended and producing the desired outcome with respect to meeting the requirements.",,"Does the organization assess cybersecurity and privacy controls in system project development to determine the extent to which the controls are implemented correctly, operating as intended and producing the desired outcome with respect to meeting the requirements?"
Project & Resource Management,Security & Privacy Requirements Definition,PRM-05,"Mechanisms exist to identify critical system components and functions by performing a criticality analysis for critical systems, system components or services at pre-defined decision points in the Secure Development Life Cycle (SDLC). ",- Secure Development Life Cycle (SDLC),"Does the organization identify critical system components and functions by performing a criticality analysis for critical systems, system components or services at pre-defined decision points in the Secure Development Life Cycle (SDLC)? "
Project & Resource Management,Business Process Definition ,PRM-06,"Mechanisms exist to define business processes with consideration for cybersecurity and privacy that determines: 
 ▪ The resulting risk to organizational operations, assets, individuals and other organizations; and
 ▪ Information protection needs arising from the defined business processes and revises the processes as necessary, until an achievable set of protection needs is obtained.",,"Does the organization define business processes with consideration for cybersecurity and privacy that determines: 
 ▪ The resulting risk to organizational operations, assets, individuals and other organizations; and
 ▪ Information protection needs arising from the defined business processes and revises the processes as necessary, until an achievable set of protection needs is obtained?"
Project & Resource Management,Secure Development Life Cycle (SDLC) Management,PRM-07,Mechanisms exist to ensure changes to systems within the Secure Development Life Cycle (SDLC) are controlled through formal change control procedures. ,- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/),Does the organization ensure changes to systems within the Secure Development Life Cycle (SDLC) are controlled through formal change control procedures? 
Project & Resource Management,Manage Organizational Knowledge,PRM-08,Mechanisms exist to manage the organizational knowledge of the cybersecurity and privacy staff.,,Does the organization manage the organizational knowledge. of the cybersecurity and privacy staff?
Risk Management,Risk Management Program ,RSK-01,Mechanisms exist to facilitate the implementation of risk management controls.,- Risk Management Program (RMP),Does the organization facilitate the implementation of risk management controls?
